,_sa_instance_state,datetime,text,tweet_id,id,username
5450,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f971c0>,18/09/2022,Era Suharto Rupiah 15.000   Demo Turunkan Suharto   Di era Jokowi   Minta 3 periode https://t.co/rEPHdn6klu,1571541284862717958,5451,keepithink_crab
5451,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f97220>,18/09/2022,@parlinburman84 @Stevaniehuangg @nanadehoney @00789Mutiara Yg jelas Gw pengen Jokowi 3 Periode 🤣🤣🤣🤣  Serius gw.  Jangan Loe suruh jokowi mundur.  Biar gw Kaya dulu 🤣🤣🤣,1571532936637452290,5452,BarBaro5_
5452,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f97280>,18/09/2022,"@JonoUstadz @OkaSaptono2 @choymarkochoy @LaNyallaAcademy Lanyalla bukan oposisi. DPD RI harus netral. Klo GK netral gak bisa jd antara pusat n daerah. Lanyalla akan menjaga Jokowi dari upaya pemakzulan, menjaga Jokowi hanya sampe 2024. Jokowi jgn minta nambah 3 periode, berani nambah, lanyalla yg tumbangkan, catat Jon!",1571532040310493185,5453,yosephrosario_
5453,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f972e0>,18/09/2022,"Immanuel : Presiden 3 Periode Mengkhianati Konstitusi (2) - AIMAN  Ini pak @jokowi orang2 yang mau menampar,  cari muka dan yang mau menjerumuskan  https://t.co/zUaITw8usH   #tolak3periode #lanyalla #dpdri",1571525899287400456,5454,LaNyallaAcademy
5454,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f97340>,18/09/2022,@SantorinisSun Kalau ada yg teriak Jokowi Mundur Kenapa nggak boleh teriak #jokowi3periode ?,1571518942501564419,5455,RanduWatangan
5455,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f973a0>,18/09/2022,Kalau ada yg bikin spanduk  Mundur kenapa kita nggak boleh bilang MAJU ?  #Jokowi3Periode #jokowi3periode #Jokowi3Periode  #Jokowi3Periode,1571516538074824706,5456,RanduWatangan
5456,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f97400>,18/09/2022,"@Muhammad_Saewad Kun Fayakun tidak ada satupun manusia yang bisa mencegah dengan demo berjilid"" bila Pak Jokowi jadi Presiden 3 periode. 😊😁",1571512483692843009,5457,BuzzFeedYou
5457,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f97460>,18/09/2022,@Manse_Mangat @AgusYudhoyono @SBYudhoyono @jokowi Setuju amandemen 3 periode,1571507291580694528,5458,teddytantular1
5458,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f974c0>,18/09/2022,@BungkusTukang @ekosnrd @PDI_Perjuangan Saya masi 60% Masi berharap jokowi bisa 3 periode. Tunggu tahun depan biar 100%,1571501180462956546,5459,tentang_logika
5459,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f97520>,18/09/2022,ribut ribut di twitter ini tidak akan terjadi kalo jokowi 3 periode,1571500989374664705,5460,minyakaro
5460,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f97580>,18/09/2022,"Dari jaman nabi Luth sampe jaman Jokowi mau 3 periode, bencong memang selalu nyusahin",1571493543205826571,5461,KelantunLipas
5461,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f975e0>,18/09/2022,@Sandalsepatupe1 @Miduk17 @SBYudhoyono @AgusYudhoyono @jokowi @PDemokrat Itu kan yg menghembuskan dari ketua pkb bukan dari pak @jokowi dn dari golkar yg hembusin 3 periode.sedangkan konstitusi tidakbisa dn kalopun bisa harus merubah uu yg udah ada dn prosesnya akan panjang di DPR RI,1571493069601800193,5462,narto30108narto
5462,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f97640>,18/09/2022,@firzahusainInc Klo mereka menurunkan  kenapa tidak kita  3 periode kan aja JOKOWI,1571489000233512960,5463,irvansyah_d
5463,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f976a0>,18/09/2022,@Tita83079013 Udah segala macam cara digunakan Jokowi gak turun2 eh yg turun malah Anies. Sebentar lagi UU Pilpres akan dirubah utk memungkinkan presiden 3-7 periode kayak jama Pak Harto,1571473473561849857,5464,ariawiraID
5464,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f97700>,18/09/2022,@CNNIndonesia Dasarnya sdh pada bodoh nih orang. Kamu kira pak Jokowi bisa 3 periode?🤣🤣🤣,1571466070866919429,5465,Osiae3
5465,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f97760>,18/09/2022,Katanya pak Jokowi sudah tidak dikehendaki rakyat lagi ? Tapi koq takut kalo aturan dirubah boleh 3 periode ?,1571462671660388353,5466,suromardanu
5466,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f977c0>,18/09/2022,"@alidetroy @DonAdam68 @jokowi Sah sah aja dan boleh aja  Turunkan @jokowi   Dan Jangan sewot kalo pendukung beliau teriakkan ""Jokowi 3 Periode""  🤣🤣🤣🤣🤣",1571460492346134529,5467,editya77
5467,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f97820>,18/09/2022,"Ketua Relawan Jokowi Mania (JoMan) Immanuel Ebenezer tak setuju jika Presiden Jokowi menjabat 3 periode /mencalonkan lg diPilpres 2024 nanti. Drpd itu dilakukan,menurut dia, lebih baik Jokowi mendukung Anies Baswedan jd calon presiden. https://t.co/XxxEiHmSt1… https://t.co/8u7ztUPwKV",1571458994631507968,5468,BarisanOpOsisi
5468,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f97880>,18/09/2022,"Berdasarkan hasil survei IPI periode Agustus, atau tepatnya sebelum kenaikan BBM, kepuasan publik terhadap Jokowi mencapai 72,3 persen. https://t.co/0jDr4oyY8k",1571455021438603264,5469,kompascom
5469,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f978e0>,18/09/2022,@SantorinisSun Org timur menilai secara logis presidennya... Jokowi selalu di hati rakyatnya... presiden yg sangat dicintai rakyatnya... 3 periode.,1571452087753646080,5470,Hansbengu
5470,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f97940>,18/09/2022,"@panca66 Ya udah ajukan amandemen UUD, biar periode presiden bisa 3 atau 4x. Jd pak SBY bisa h2h dgn pak jokowi.",1571452070548611074,5471,Boankrsn
5471,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f979a0>,18/09/2022,@GarengHallu Begini saja... Mari kita buktikan ucapan AHY pasti salah dan kt  usul kpd DPR supaya UUD diamandemen tentang pemilihan Presiden boleh 3 Periode. Dgn begitu PAK JOKOWI DAN SBY jd  Capres 2024... Masyarakat Indonesia pasti memilih Pak Jokowi..,1571451472369586177,5472,Maruahalsiahaa2
5472,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f97a00>,18/09/2022,@jokowi Jokowi 3 periode,1571449496114188290,5473,UpikTaufik8
5473,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f97a60>,18/09/2022,"@OssyDermawan ...MOHON MAAF OM mangkraaakk...KAMI INGIN JOKOWI 3 PERIODE ,klau bisa SEUMUR HIDUP...-- abis baca twit ini mhon jgn lupa minum OBAT tes jantung.. smoga enteh gak ambruukkk..🤣🤣..#SBYbapakHoax #SBYMangkrakAHYAsbun",1571446191329771521,5474,YusufNusantara5
5474,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f97ac0>,18/09/2022,@HerrySuryya @hipohan @jokowi Bahas 3 periode udah lewat bang. Skrg Wapres yang akan dilirik. Sampai Prof H. Tjipta pun bingung. 🤭  https://t.co/RNe7OoE0n5,1571443865969922053,5475,Ameeranti
5475,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f97b20>,18/09/2022,@PDemokrat ...JOKOWI 3 PERIODE....ati2 jantungan demokkratan..🤣🤣 #SBYbapakHoax #SBYbapakHoax,1571435067788120066,5476,YusufNusantara5
5476,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f97b80>,18/09/2022,"@ChusnulCh__ @AnangSibolga @SBYudhoyono @AgusYudhoyono Timah ndok dibaca sejarah e, zaman SBY itu PT 15 % jaman jokowi naik 20%, nah yg buat PT2 an itu PDIP idenya. Jadi presiden gak ikut campur urusan pembuatan aturan pemilu tapi PARTAI. Gini kok ngomongin politik timah.... timah.... lagian kok sibuk 3 periode lha ktnya ganjar?",1571432680734208001,5477,IshM73
5477,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f97be0>,18/09/2022,@OposisiCerdas Yang mendukung Jokowi 3 Periode...,1571430490082799619,5478,Gunawanilyas1
5478,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f97c40>,18/09/2022,@Candra4smara Cuma rakyat di dunia maya doang. Coba dong lu semua nongol di depan pasar atau depan pom bensin sambil teriak Jokowi 3 periode .. punya nyali gak Lo babi ? 🤣💩,1571429256684802050,5479,anon_sialan
5479,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f97ca0>,18/09/2022,@RamliRizal Rakyat mau pak jokowi 3 periode,1571395414724845572,5480,SarinaSarlina
5480,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f97d00>,18/09/2022,"@ajengcute16__ Pak @jokowi yg ngomong 3 periode Khan org2 skitar anda juga,masa sih ga tau????anda punya kekuasaan unt menghentikan itu...masa kudu d jelaskan juga????",1571391492484378624,5481,titipNkri
5481,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f97d60>,18/09/2022,"Lu cape2 teriak kita turunkan Jokowi, eh disana, disetiap langkah Jokowi, Rakyatnya selalu teriakkan 3 Periode, bahkan ada yg teriak, ""Tetap Jokowi sampai Mati.""  Kacian bingit hidup lu, Zal...😭😭😭😭 https://t.co/s8VgyfMQNJ",1571388927390674945,5482,Candra4smara
5482,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f97dc0>,18/09/2022,"@panca66 Itu kasi si Adian yg minta data sama ahy bukti Jokowi yg gak  becus mimpin, buru2 mau 3 periode ekonomi rakyat yungsep lalu nganggap dirinya sukses, yg sukses planga plongonya xxx...",1571378495716233219,5483,abdurra86613761
5483,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f97e20>,18/09/2022,"@RickyFight Jokowi: jika tidak dari saya, tidak saya terangkan, terimakasih.  Jokowi jadi wapres bukan dari Jokowi, oleh karena itu beliau tidak mau jawab.   Namun Jokowi 3 periode dan perpanjangan masa presiden, dpt ditafsirkan dari Jokowi, karena Jokowi telah menjawab mengenai 2 hal itu.",1571376827305971712,5484,JohanZaba
5484,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f97e80>,18/09/2022,"Jangan ganggu Jokowi ini berkaitan dengan hasrat 3 periode ya?.  Makin menguatkan ikhtiar pak SBY jika ada ""tangan tidak kelihatan"" yang ingin mengacaukan proses pemilu dan membunuh demokrasi.",1571376525127340033,5485,asgharsaleh
5485,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f97ee0>,18/09/2022,"@ruhutsitompul Eh Bang Poltak @ruhutsitompul mau tanya nih, habis jilat pak de Jokowi next nya mau jilat kemana tak? Bu de Puan atau pak de Ganjar? Inget loh yg dipilih Mak Banteng cuma 1 capres, atau mau ikut2 an jilat 3 periode tak?",1571375565780963328,5486,Zakaria_Rahman
5486,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f97f40>,18/09/2022,"@Gunawanpark @soekarnoverse @detikcom Bukti klo jokowi mau jadi cawapers,dia gk brani kasih jawaban tegas atas isu tentang dirinya di kabarkan akan jd cawapres.klo isu 3 periode udh di jwb tegas,perpanjangan juga sudah di jawab tdk ada perpanjangan jabatan.",1571373021843324929,5487,Khojan7
5487,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8f97fa0>,18/09/2022,"Daripada hanya menambah beban penderitaan rakyat dengan menggulirkan wacana jokowi 3 periode, mendingan para gerombolan BuzzeRp menggulirkan wacana jokowi presiden seumur hidup ajalah supaya agar september ekonomi meroketnya gak ngibul halu lagi. 😅🤭  #BikinBanyakCerita",1571371469753688064,5488,SugiKawuloAlit
5488,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa7040>,18/09/2022,Gossss Agooooosssssss @AgusYudhoyono Gini ajalah JIKA benar rakyat rindu @SBYudhoyono maka ajukan amandemen UU tentang Pilpres bisa 3 Periode. Maka di tahun 2024 Calonkan SBY lawan Pak @jokowi supaya terbukti siapa yang dikehendaki rakyat. https://t.co/mX66BeIsdN,1571369891705548803,5489,Manse_Mangat
5489,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa70a0>,18/09/2022,@firzahusainInc Jika naikkan BBM Jokowi naik 3 periode,1571369145945698304,5490,amrubaid
5490,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa7100>,18/09/2022,Menuntut PT nol persen Menuntut Jokowi 3 periode dan  #Kebo https://t.co/vZO6CllFww,1571366578851319808,5491,depotcepot
5491,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa7160>,18/09/2022,"Pembangunan infrastruktur menjadi program utama yang digalakkan oleh Presiden @Jokowi selama masa pemerintahannya, sejak kepemimpinan di periode pertama mulai tahun 2014  Jokowi tercatat terlibat dalam pembangunan jalan tol sepanjang 1.762,3 km.  #KinerjaJokowiTerbukti https://t.co/sgdWBahEpH",1571366546014085122,5492,Aryprasetyo85
5492,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa71c0>,18/09/2022,"Dari Verbal dan Gestur, Jokowi Dinilai Setuju Wacana 3 Periode https://t.co/lAFkyg7qwH",1571365785402245123,5493,VIVAcoid
5493,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa7220>,18/09/2022,"Sebanyak 66 PSN telah tuntas di periode 2019-2021 dengan total nilai mencapai Rp 414,3 triliun. Sangat terbukti bahwa kinerja bapak Jokowi tidak bisa diragukan #KinerjaJokowiTerbukti https://t.co/z233Ng3Hyr",1571363385186271232,5494,Dyyaa___
5494,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa7280>,18/09/2022,@RamliRizal Kita lawan dengan @jokowi 3 periode....✊✊✊,1571352686905425920,5495,Vanyudha2
5495,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa72e0>,18/09/2022,"@mpujayaprema @jokowi Tunda pemilu, 3 periode, cawapres, nambah tahun dll cuma modus2 opini. Pada intinya perpanjang masa kuasa. Mana mungkin ambil tindakan tangan sendiri?.",1571352681364717570,5496,NephiLaxmus
5496,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa7340>,18/09/2022,jokowi 3 periode https://t.co/7B2zgUqwiF,1571344252759863298,5497,chottaabeam
5497,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa73a0>,18/09/2022,"@awemany Melihat situasi sekarang, saya pribadi menimbang kematangan SBY kalau boleh 3 Periode bisa maju, Anies Baswedan bisa jadi wakil. Ini untuk bertanding Vs Jokowi Puan. Tetapi apabila tidak memungkinkan, Anies RI1 dan AHY RI2.",1571342451943833601,5498,Demacolin06
5498,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa7400>,18/09/2022,@YanHarahap Emang Jokowi mau 3 periode? Kok Hasto merasa Jokowi akan terganggu 😅,1571338822822277121,5499,ntasanusa
5499,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa7460>,18/09/2022,"Bangga dengan Pak Jokowi!  Sebanyak 66 PSN telah tuntas di periode 2019 - 2021 dengan total nilai mencapai Rp. 414,3 triliun. #InilahPencapaianJokowi https://t.co/5lA6yL50yS",1571335505312350208,5500,tashaainna
5500,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa74c0>,18/09/2022,"@DavidPaulusplus @kemundungmerah @detikcom @jokowi di era pak Jokowi jg bnyk bermunculan manusia2x ""sakit hati"".....dan itu gw suka.....hahaha. seandainya bisa 3-5 periode gw dukung dah, biar penyakit hati nya makin bertumbuh subur &amp; para hatersnya ttp bisa ada kerjaan",1571324123309305856,5501,botwa_purba
5501,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa7520>,18/09/2022,@__AnakKolong Pak Jokowi sll d hati..... periode 3 bolehlah... krn blm ada pmimpin yg sprt dia.... prkara hutang....prsden jagoanmu kelak jg pasti brhutanglah..tp bs ky pak de...? opo iyoooo...,1571322350884495366,5502,EmyUtami5
5502,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa7580>,18/09/2022,@na_dirs @jokowi ada yg mengusulkan 3 periode ada yg mengusulkan mundur  bagi kami rakyat biasa.. yaa biasa - biasa saja laa wong ketua RT ku aja udah 4 periode warganya ngak mau ganti ketua RT 😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁,1571318715974823937,5503,sastrotingkir
5503,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa75e0>,18/09/2022,"@BennyHarmanID Pak beni...rakyat itu pengen nya pak Jokowi jadi presiden 3 periode, anda kan wakil rakyat...seharusnya mendukung donk ?",1571313751776989186,5504,Goseeagoose
5504,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa7640>,18/09/2022,@RamliRizal Teriak turunkan pak jokowi eh giliran ada yg teriak 3 periode mencak mencak kaing kaing udah tua bukannya bijaksana eh malah jadi provokator,1571305557281378305,5505,M22Mentari9
5505,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa76a0>,17/09/2022,@GundalaOfTruth @SURYAPS20 Mknya Jokowi....ngebet 3 Periode at least jd wapres 2024...agar supaya gak ada yg berani menyentuh anak nya🤦🤦,1571285627748098048,5506,BarisanOpOsisi
5506,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa7700>,17/09/2022,@RamliRizal @jokowi Sama2 melanggar konstitusi : Jokowi 3 periode !!!!!,1571281957698555904,5507,darthvder_
5507,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa7760>,17/09/2022,@RamliRizal Jokowi 3 periode yessss,1571275443944427520,5508,AdiPrio75517352
5508,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa77c0>,17/09/2022,Jokowi 3 Periode,1571272977697873920,5509,Revi_Mangkulla
5509,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa7820>,17/09/2022,@OposisiCerdas Semoga pak @jokowi mau jdi 3 periode atau jdi Cawapres biar pusing &amp; stress @PKSejahtera @PDemokrat,1571272864711741441,5510,SonjayaSyaiful
5510,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa7880>,17/09/2022,"@RamliRizal @TjiptaLesmana Mungkin jokowi sudah lelah, tp klo dia berhenti maka : 1. Anak mantu nya bakal diusulkan 2. Kecurangan pemilu lalu diusulkan 3. Dosa dosa saat menjabat bakal ditangkap 4. Temennya di ring 1 dan 2 bakalan diusulkan pula Makanya opsi 3 periode, jd wapres atau King maker boneka baru",1571271980950880257,5511,hakunamaku
5511,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa78e0>,17/09/2022,@123pamd jadi jokowi 3 periode?,1571261875840745477,5512,diapandubumi
5512,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa7940>,17/09/2022,@Tan_Mar3M Ada yg baru diteriakin Jokowi 3 Periode sj sdh sama teriak ketakutan.. 🤣🤣🤣,1571259510903414785,5513,StefRudi
5513,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa79a0>,17/09/2022,@sholiistdy Kayak jokowi 3 periode,1571223870962794497,5514,DraiugantShierz
5514,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa7a00>,17/09/2022,"Jika presiden Jokowi tegas menolak 3 periode, apalagi jadi wapres.. Mikirrr...!!! https://t.co/tKvml3XDpG",1571208363274547200,5515,SahabatSaber
5515,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa7a60>,17/09/2022,@1ndonesiaku_ @jokowi Kl doi mau pencitraan bisa aja siang2 blusukan. Tp lebih memilih tengah mlm. Andai Pak Jokowi boleh 3-4 periode.,1571194461841149953,5516,harumvaness
5516,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa7ac0>,17/09/2022,"Ide 3 periode WACANA TDK PATUHI UUD.1945. IDE ORANG KEMARUK.WACANA JAHAT‼️  Mental2 RUSAK NAFSU JABATAN N KEKUASAAN. BUTUH PENDIDIKAN REVOLUSI MENTAL  BIKIN MALU JOKOWI AJA.SAMA AJA NAMPAR MUKA JOKOWI‼️ TDK MEMAHAMI PRINSIP TEGURAN,WALAU CKP KERAS  DARI  JOKOWI selaku presiden",1571193253248274434,5517,DamaiHariLubis
5517,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa7b20>,17/09/2022,@Hunterjagar3 Kenapa takut kalau 3 periode jokowi lawan dia. Tapi boleh juga itu dicoba. Hehehehheeh....,1571187202952138752,5518,IshM73
5518,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa7b80>,17/09/2022,@ChusnulCh__ @AgusYudhoyono Percuma data itu sdh ada jauh sebelum jokowi nyalon gak bisa hilamg datanya. Kecuali kau bayar google utk hapus datanya. Oala hari gini kok mau tipu2 piye toh. Jadi kau gak masuk team ganjar lagi kenapa harapan menang nya tipis jadi 3 periode. Emang bisa?,1571185324231118849,5519,IshM73
5519,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa7be0>,17/09/2022,@sbyfess Tentang jokowi 3 periode.,1571183557930020864,5520,ayusekaaar
5520,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa7c40>,17/09/2022,@BebenVa Jangan sby org jualan cabe aja tahu kalau nanti ada main2. Kalau jadi 3 periode keren sby vs jokowi hehehehhehe......,1571174401152000005,5521,IshM73
5521,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa7ca0>,17/09/2022,"Pk jokowi ini memang top lah, d isukan 3 periode bnyak yg kejang2,perpanjang masa jabatan banyak yg meriang,terakhir jadi wakil banyak pula yg uring2an padahal dia uda bilang klo dia taat konstitusi.",1571173482876268548,5522,Bangturnip93
5522,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa7d00>,17/09/2022,"@K7_m0en Sdh tercium jeh, hehehhehehe..... 3 periode coy. Kalau sempat itu keluar undang2 nya wah keren jokowi lawan sby hehehhehe.....",1571173357936349184,5523,IshM73
5523,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa7d60>,17/09/2022,@ChusnulCh__ @jokowi Sebenarnya kau ini team sukses ganjar atau team 3 periode? Hehehehe... ruwet betul pikiranmu.,1571172704514117633,5524,IshM73
5524,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa7dc0>,17/09/2022,"@BennyHarmanID Apapun bisa terjadi, kalau begitu amandemen aja biar presiden bisa 3 periode 👍 Apa sih yg tdk bisa buat pak Jokowi kesayangan rakyat",1571170356110700547,5525,PG_Kla_10
5525,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa7e20>,17/09/2022,"@BennyHarmanID JOKOWI 3 PERIODE ADLAH mayoritas dambaan masy itu FAKTAA👏,dmokrat maksaiin AHY capres adlah TANDA KEGILAAN yg sungguh2 TIDAK TAU DIRI partai koropptoor hambalang mangkrakkk katakan tdk pada koropsi pdahal NYOLOONG Satu PARTAII betul2 krg ajar BIADAP partai sbye /dmokratan..😀",1571170339211849728,5526,YusufNusantara5
5526,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa7e80>,17/09/2022,"@AndryN41223480 @Candra4smara Piye seh, katanya g ada cela merampas uang rakyat d jaman jokowi sampe² rakyat indo pengen 3 periode. Skrng bilang g pernah ada yg 100% bersih dr korupsi. Umak lanang opo bencong sih, kok mencla mencle... ahahaha...  #NgonoAeKokRempong  #NoPartaiYesParty",1571167967530061826,5527,zaky_azkary
5527,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa7ee0>,17/09/2022,"SBY Presiden RI 2 periode 2004-2014 Saat dilantik 2004 Rp 9.070/$ &amp; di akhir kepemimpinannya 2014, posisi Rp 12.105/$. selisih Rp.3.035/$  Saat dilantik 2014 Rp 12.030/$ &amp; hingga saat ini 2022, Rp 14.930/US$. selisih Rp.2.900/$  Jd Rupiah Era Jokowi lebih baik dr era SBY saat ini https://t.co/qwd63OzrvG",1571156184278892545,5528,alextham878
5528,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa7f40>,17/09/2022,@JulBayur3 Jokowi 3 periode? bisa makan nasi aking klian.🤣,1571151014832775170,5529,jayusman92
5529,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fa7fa0>,17/09/2022,"@MprAldo Naikkan Jokowi 3 periode,...😀",1571149177798918146,5530,JorgiPrima
5530,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fb6040>,17/09/2022,@hipohan Heran Pak Harto aja yang merasa tidak sanggup beliau sadar diri dan mengundurkan diri Eh si pak de udah jelas-jelas ga mampu ngurus negara malah ngeyel minta 3 periode @jokowi Mundur pak mundur,1571140886725300225,5531,BasMardiana
5531,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fb60a0>,17/09/2022,"Menarik jawaban Bapak @jokowi ""kalau urusan wapres, itu dari siapa ? Kalau bukan dari saya, saya tdk mau terangkan""...jadi, urusan 3 periode dan perpanjangan yg bapak jawab, gimana pak, itu dari ...?...",1571139920613474310,5532,HidayatHafied3
5532,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fb6100>,17/09/2022,"Capaian yang baik dari Bapak Jokowi untuk desa #CapaianKinerjaJokowi terima kasih pak, sayang sekali aturan konstitusi gak bisa 3 periode https://t.co/i4ASkQI9j5",1571136000868614145,5533,Halim40801
5533,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fb6160>,17/09/2022,"lanjutkan kinerja positifnya Pak Jokowi #CapaianKinerjaJokowi terima kasih pak kami masih bisa melanjutkan pendidikan, sayang sekali aturan konstitusi gak bisa 3 periode https://t.co/KJz3LV3WE8",1571135574622498816,5534,fursan0370
5534,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fb61c0>,17/09/2022,"Berikut ini merupakan capaian kinerja Pak Jokowi diantaranya infrastruktur desa. Terima kasih pak, sayang sekali aturan konstitusi tidak bisa 3 periode #CapaianKinerjaJokowi https://t.co/jHkWvycsQZ",1571134884885954562,5535,Sarjito30219649
5535,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fb6220>,17/09/2022,Society kalau Jokowi 3 periode,1571132920143937537,5536,Anomalindy
5536,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fb6280>,17/09/2022,@Speedtrap_ Jokowi 3 Periode  Gitu aja kadrun sdh panik semua,1571130455990366208,5537,BengkeltanahONE
5537,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fb62e0>,17/09/2022,"Kalo mereka boleh bilang Turunkan Jokowi, Kenapa kita gak boleh bilang #Jokowi3Periode ?! 👊 https://t.co/38Hce7xXT0",1571129441576951809,5538,Speedtrap_
5538,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fb6340>,17/09/2022,Kamu tim puan atau jokowi 3 periode?,1571123634214961152,5539,Tzulastri
5539,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fb63a0>,17/09/2022,@Manse_Mangat Lagu nya jokowi 3 periode😁,1571122589996810243,5540,Radenrasoasmoro
5540,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fb6400>,17/09/2022,JOKOWI TURUN KELAS. GAGAL 3 PERIODE TARGET JADI WAPRES https://t.co/SrliYDDGdH via @YouTube,1571121442833727488,5541,FadrizRm
5541,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8fb6460>,17/09/2022,@Dandhy_Laksono Makanya kita dukung pak jokowi 3 periode biar permasalahan ini selesai,1571119877209063430,5542,indraindrong
